id,n,developer,publisher,release_year,price,rating,review_count,owners,genre_list,tag_list,cat_list
350150,Scraps: Modular Vehicle Combat,Moment Studio,Moment Studio,2015,9.99,75.0,132,10000,"['Action', 'Indie', 'Early Access']","['Early Access', 'Action', 'Indie']","['Single-player', 'Multi-player']"
350220,Dead Sea,Phoenix Studio,KISS ltd;Phoenix Studio,2015,3.99,29.0,297,35000,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']","['Early Access', 'Adventure', 'Simulation']","['Single-player', 'Multi-player', 'Co-op']"
350310,BLADESTORM: Nightmare,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2015,49.99,60.0,295,10000,['Action'],"['Action', 'Strategy', 'Hack and Slash']","['Single-player', 'Co-op']"
350500,Fly in the House,Mykhail Konokh,Mykhail Konokh,2015,6.99,49.0,157,35000,"['Action', 'Indie', 'Simulation']","['Action', 'Simulation', 'Indie']",['Single-player']
350530,Airport Firefighters - The Simulation,Visual Imagination Software GbR,rondomedia GmbH ,2015,13.49,38.8,147,35000,['Simulation'],"['Simulation', 'Action', 'First-Person']",['Single-player']
350600,BIOS,PIXYUL,PIXYUL,2016,10.99,66.1,186,10000,"['Action', 'Indie']","['Action', 'Shooter', 'FPS']","['Single-player', 'Co-op']"
350640,Sherlock Holmes: The Devil's Daughter,Frogwares,Bigben Interactive,2016,29.99,73.9,3111,350000,"['Action', 'Adventure']","['Detective', 'Adventure', 'Story Rich']",['Single-player']
350700,Red Stone Online,"L＆K CO., LTD","L＆K CO., LTD",2015,0.0,59.7,243,150000,"['Free to Play', 'Massively Multiplayer', 'RPG']","['Free to Play', 'RPG', 'Massively Multiplayer']","['Multi-player', 'MMO']"
350740,The Bug Butcher,Awfully Nice Studios,Awfully Nice Studios,2016,5.59,91.1,1031,75000,"['Action', 'Indie']","['Indie', 'Action', ""Shoot 'Em Up""]","['Single-player', 'Local Co-op']"
350770,Giana Sisters 2D,Kasaa Solution,HandyGames;Black Forest Games,2015,5.59,66.7,126,10000,"['Action', 'Indie']","['Indie', 'Platformer', 'Action']",['Single-player']
350780,MANOS,FreakZone Games,FreakZone Games,2015,2.09,80.4,153,35000,"['Action', 'Adventure', 'Indie']","['Indie', 'Action', 'Adventure']",['Single-player']
350810,Pixel Puzzles 2: Anime,DL Softworks,DL Softworks,2015,6.99,75.6,795,350000,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']","['Anime', 'Casual', 'Indie']",['Single-player']
350910,Streets of Fury EX,Guard Crush Games,Guard Crush Games,2015,6.99,94.8,326,35000,"['Action', 'Indie']","['Action', 'Co-op', 'Indie']","['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op']"
350970,Planet of the Eyes,Cococucumber,Cococucumber,2015,4.99,81.4,328,75000,"['Action', 'Adventure', 'Indie']","['Adventure', 'Indie', 'Action']",['Single-player']
350990,Bloodwood Reload,Luminy Studios,Luminy Studios,2015,0.0,36.7,319,150000,"['Adventure', 'Free to Play', 'Indie']","['Free to Play', 'Horror', 'Adventure']",['Single-player']
351030,Pixel Puzzles Ultimate,DL Softworks,DL Softworks,2016,0.0,70.6,1267,1500000,"['Casual', 'Free to Play', 'Indie']","['Free to Play', 'Puzzle', 'Casual']",['Single-player']
351090,Regency Solitaire,Grey Alien Games,Grey Alien Games,2015,6.99,94.2,400,75000,['Casual'],"['Casual', 'Card Game', 'Family Friendly']",['Single-player']
351100,Niffelheim,Ellada Games,Ellada Games,2018,14.99,79.1,916,75000,"['Action', 'Adventure', 'Indie', 'RPG']","['RPG', 'Adventure', 'Indie']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']"
351140,Rustbucket Rumble,Reactor Zero,"Scrap Yard Productions, LLC",2015,0.0,54.0,383,350000,"['Action', 'Casual', 'Free to Play', 'Indie']","['Free to Play', 'Action', 'Indie']","['Multi-player', 'Cross-Platform Multiplayer']"
351150,DRAGON: A Game About a Dragon,Games With Dragons In,IPBuilders,2015,1.59,69.4,533,150000,"['Adventure', 'Indie']","['Indie', 'Adventure', 'Anime']",['Single-player']
351230,Counter Spell,Abnormal Software,Abnormal Software,2015,6.99,89.2,130,10000,"['Action', 'Indie', 'RPG']","['Action', 'RPG', 'Indie']","['Single-player', 'Multi-player', 'Co-op']"
351250,Avalanche 2: Super Avalanche,Beast Games,Midnight City,2015,3.99,86.5,192,75000,"['Action', 'Indie']","['Indie', 'Action', 'Local Co-Op']",['Single-player']
351290,SURVIVAL,TB Games,TB Games,2015,5.79,51.6,7625,150000,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']","['Early Access', 'Survival', 'Open World']",['Multi-player']
351300,Ceres,Jötunn Games,Iceberg Interactive,2015,14.99,54.8,124,10000,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Action', 'Strategy', 'Space']",['Single-player']
351340,Belladonna,Neckbolt,Black Shell Media,2015,5.19,74.0,573,35000,"['Adventure', 'Indie']","['Adventure', 'Indie', 'Point & Click']",['Single-player']
351470,Sometimes: Success Requires Sacrifice,NodziGames,NodziGames,2015,0.79,74.6,563,350000,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']","['Casual', 'Indie', 'Action']",['Single-player']
351480,Age of Fear: The Undead King,Leslaw Sliwko,Age of Fear,2015,14.99,93.0,299,35000,"['Indie', 'RPG', 'Strategy']","['RPG', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'Local Multi-Player', 'Cross-Platform Multiplayer']"
351490,Intergalactic Bubbles,Hellscape Games,Hellscape Games,2015,0.79,81.0,1122,350000,"['Casual', 'Indie']","['Casual', 'Indie', 'Puzzle']",['Single-player']
351510,Quiplash,"Jackbox Games, Inc.","Jackbox Games, Inc.",2015,6.99,88.9,404,150000,"['Casual', 'Indie', 'Strategy']","['Casual', 'Multiplayer', 'Indie']",['Local Multi-Player']
351630,Fire With Fire Tower Attack and Defense,Theory Georgiou,Theory Georgiou,2016,0.0,49.5,206,75000,"['Casual', 'Free to Play', 'Indie', 'Strategy', 'Early Access']","['Early Access', 'Free to Play', 'Tower Defense']",['Multi-player']
351640,Eternal Senia,Holy Priest,Holy Priest,2015,0.0,97.8,10333,750000,"['Action', 'Free to Play', 'Indie', 'RPG']","['Anime', 'Free to Play', 'RPG']",['Single-player']
351700,UnReal World,Sami Maaranen (creator);Erkka Lehmus (co-designer),Enormous Elk,2016,7.99,95.6,569,35000,"['Indie', 'RPG', 'Simulation', 'Strategy']","['Survival', 'RPG', 'Rogue-like']",['Single-player']
351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2 / 超次次元遊戲 戰機少女 重生2,Idea Factory;Compile Heart;Felistella,Idea Factory;Idea Factory International,2015,19.49,92.1,2521,350000,"['RPG', 'Strategy']","['Anime', 'JRPG', 'Female Protagonist']",['Single-player']
351730,On My Own,Chad Close;Kyle Weik,Close Studios;Beach Interactive,2016,3.99,62.7,126,10000,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","['Adventure', 'Survival', 'Indie']",['Single-player']
351790,Invisible Apartment,Milan Kazarka;Jeroen van Oosten,Vysoko Anime Production,2015,0.0,72.0,411,150000,"['Adventure', 'Free to Play', 'Indie']","['Free to Play', 'Anime', 'Visual Novel']",['Single-player']
351800,Dev Guy,Daniel Jonathan Bourke,Project tranquil,2015,0.0,79.7,1742,350000,"['Adventure', 'Free to Play', 'Indie']","['Free to Play', 'Indie', 'Adventure']",['Single-player']
351860,Cultures - Northland,Funatics Software,Daedalic Entertainment,2015,3.99,83.1,278,150000,['Strategy'],"['Strategy', 'City Builder', 'RTS']","['Single-player', 'Multi-player']"
351870,Cultures - 8th Wonder of the World,Funatics Software,Daedalic Entertainment,2015,3.99,77.4,186,150000,['Strategy'],"['Strategy', 'City Builder', 'RTS']","['Single-player', 'Multi-player']"
351910,Valhalla Hills,Funatics Software,Daedalic Entertainment,2015,11.49,52.3,854,150000,"['Indie', 'Simulation', 'Strategy']","['Strategy', 'City Builder', 'Simulation']",['Single-player']
351920,Crazy Machines 3,Fakt Software,Daedalic Entertainment,2016,7.99,96.0,3288,75000,"['Simulation', 'Strategy']","['Simulation', 'Strategy', 'Physics']",['Single-player']
351940,The Descendant,Gaming Corps AB,Microids Indie;Microids,2016,0.0,87.2,2376,350000,"['Adventure', 'Casual', 'Indie']","['Adventure', 'Casual', 'Point & Click']",['Single-player']
351970,Tales of Zestiria,BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,2015,39.99,84.5,6272,750000,['RPG'],"['JRPG', 'Anime', 'RPG']",['Single-player']
351990,Riff Racer - Race Your Music!,FOAM Entertainment,FOAM Entertainment,2016,6.99,84.4,1517,75000,"['Casual', 'Indie', 'Racing']","['Racing', 'Indie', 'Music']","['Single-player', 'Multi-player']"
352010,Beach Bounce,Straywire,Dharker Studio,2015,7.19,67.4,310,35000,"['Adventure', 'Casual', 'Indie']","['Nudity', 'Visual Novel', 'Anime']",['Single-player']
352070,Fort Meow,Upper Class Walrus,Upper Class Walrus,2015,5.79,92.9,170,10000,"['Adventure', 'Indie', 'Strategy']","['Strategy', 'Cats', 'Indie']",['Single-player']
352140,Finders,Alawar Entertainment;Amegami,Buka Entertainment,2015,4.79,75.2,117,10000,"['Casual', 'Simulation', 'Strategy']","['Casual', 'Strategy', 'Simulation']",['Single-player']
352160,Curse of Mermos,TEAM101,TEAM101,2015,0.0,56.1,271,150000,"['Action', 'Free to Play', 'Indie']","['Free to Play', 'Indie', 'Action']",['Single-player']
352220,King of Dragon Pass,"A Sharp, LLC",HeroCraft,2015,8.99,79.0,271,35000,"['RPG', 'Strategy']","['Strategy', 'RPG', 'Fantasy']",['Single-player']
352240,The Westport Independent,Double Zero One Zero,Coffee Stain Publishing,2016,3.99,62.0,137,10000,"['Indie', 'Simulation']","['Indie', 'Simulation', 'Dystopian']",['Single-player']
352400,LEGO® Jurassic World,TT Games Ltd;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),2015,15.99,85.6,2989,350000,"['Action', 'Adventure']","['LEGO', 'Dinosaurs', 'Adventure']",['Single-player']
352430,Farlight Explorers,Farlight Games Industry,Farlight Games Industry,2019,10.99,64.0,178,10000,"['Indie', 'Simulation', 'Strategy']","['Indie', 'Building', 'Sandbox']",['Single-player']
352460,Dead Realm,Section Studios,3BLACKDOT,2017,10.99,65.6,4658,150000,"['Action', 'Adventure', 'Indie', 'Strategy']","['Horror', 'Multiplayer', 'Survival Horror']","['Multi-player', 'Cross-Platform Multiplayer']"
352520,The Silent Age,House On Fire,Meridian4,2015,6.99,93.6,5020,350000,"['Adventure', 'Casual', 'Indie']","['Adventure', 'Point & Click', 'Atmospheric']",['Single-player']
352550,Urban Empire,Reborn Games,Kalypso Media Digital,2017,22.99,34.9,2211,75000,"['Simulation', 'Strategy']","['Strategy', 'Simulation', 'City Builder']",['Single-player']
352610,The Way We All Go,ebi-hime,ebi-hime,2015,4.79,89.9,119,10000,"['Violent', 'Gore', 'Indie']","['Visual Novel', 'Indie', 'Gore']",['Single-player']
352700,Subspace Continuum,Virgin Interactive Entertainment;PriitK,Subspace Continuum,2015,0.0,87.8,443,150000,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']","['Free to Play', 'Massively Multiplayer', 'Action']","['Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer']"
352720,The Universim,Crytivo,Crytivo,2018,22.99,75.3,2044,150000,"['Indie', 'Simulation', 'Strategy', 'Early Access']","['Early Access', 'God Game', 'Simulation']",['Single-player']
352780,An Octave Higher,Kidalang,AGM PLAYISM,2015,8.99,87.2,227,10000,"['Adventure', 'Indie']","['Visual Novel', 'Adventure', 'Indie']",['Single-player']
352890,Caravan,it Matters Games,Daedalic Entertainment,2016,6.99,73.6,379,35000,"['Adventure', 'Indie', 'Simulation', 'Strategy']","['Strategy', 'Adventure', 'Indie']",['Single-player']
352950,Better Late Than DEAD,Odin Game Studio,Excalibur Publishing,2016,3.99,29.8,847,35000,"['Action', 'Adventure', 'Indie']","['Survival', 'Open World', 'Multiplayer']","['Single-player', 'Multi-player']"
352960,Star Horizon,Orbital Knight,Orbital Knight,2015,3.99,57.6,125,35000,"['Action', 'Indie']","['Indie', 'Action', 'Space']",['Single-player']
353070,Ghost Encounters: Deadwood - Collector's Edition,Anarchy Enterprises,Anarchy Enterprises,2015,3.99,48.4,124,35000,"['Adventure', 'Casual']","['Adventure', 'Casual', 'Hidden Object']",['Single-player']
353090,Chicken Invaders 5,InterAction studios,InterAction studios,2015,3.99,96.5,451,35000,"['Action', 'Casual', 'Indie']","['Action', 'Casual', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer']"
353130,Time of Dragons,4 I Lab,4 I Lab,2016,0.0,66.2,1655,750000,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']","['Dragons', 'Free to Play', 'Flight']",['Multi-player']
353190,Bombshell,Slipgate Ironworks™,3D Realms,2016,29.99,61.7,295,35000,"['Action', 'Adventure']","['Action', 'Adventure', 'Female Protagonist']",['Single-player']
353270,Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY / 神次次元遊戲 戰機少女 重生3 Ｖ世紀,Idea Factory;Compile Heart;Felistella,Idea Factory;Idea Factory International,2015,19.49,95.6,2710,350000,"['RPG', 'Strategy']","['Anime', 'JRPG', 'RPG']",['Single-player']
353330,Love at First Sight,Creepy Cute,Sekai Project,2015,6.99,95.2,856,35000,['Indie'],"['Visual Novel', 'Indie', 'Anime']",['Single-player']
353360,how do you Do It?,Nina Freeman;Emmett Butler;Decky Coss;Joni Kittaka,none,2015,0.0,84.8,2652,350000,"['Free to Play', 'Indie']","['Free to Play', 'Indie', 'Nudity']",['Single-player']
353540,Stephen's Sausage Roll,increpare games,increpare games,2016,22.99,95.2,585,35000,['Indie'],"['Indie', 'Puzzle', 'Difficult']",['Single-player']
353550,House of Caravan,Rosebud Games,Rosebud Games,2015,1.59,68.2,585,150000,"['Adventure', 'Indie']","['Indie', 'Adventure', 'Horror']",['Single-player']
353560,Plug & Play,Mario von Rickenbach;Michael Frei,Etter Studio,2015,1.99,83.9,3653,150000,"['Adventure', 'Casual', 'Indie']","['Indie', 'Short', 'Casual']",['Single-player']
353630,Oil Enterprise,Crafty Studios,astragon Entertainment,2016,17.99,52.7,148,35000,"['Indie', 'Simulation', 'Strategy']","['Strategy', 'Indie', 'Simulation']","['Single-player', 'Multi-player']"
353640,Train Valley,Alexey Davydov;Sergey Dvoynikov;Timofey Shargorodskiy,Flazm,2015,6.99,88.8,1821,350000,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Strategy', 'Casual', 'Puzzle']",['Single-player']
353700,The Deadly Tower of Monsters,ACE Team,SEGA,2016,10.99,88.2,1034,75000,"['Action', 'Adventure', 'Indie']","['Action', 'Adventure', 'Indie']",['Single-player']
354140,Five Nights at Freddy's 3,Scott Cawthon,Scott Cawthon,2015,5.79,87.9,5595,350000,"['Action', 'Indie', 'Simulation']","['Horror', 'Singleplayer', 'Survival Horror']",['Single-player']
354160,WRC 5 FIA World Rally Championship,KT Racing,Bigben Interactive;Plug In Digital,2015,29.99,52.6,454,35000,['Racing'],"['Racing', 'Simulation', 'Multiplayer']","['Single-player', 'Multi-player']"
354200,Aberoth,Jarbit;Castle art by Yuriy Gusev,Jarbit,2015,0.0,61.1,1224,350000,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']","['Free to Play', 'Pixel Graphics', 'Massively Multiplayer']","['Multi-player', 'Online Multi-Player', 'MMO']"
354240,"Please, Don’t Touch Anything",Four Quarters,ForwardXP,2015,3.99,86.4,2886,350000,"['Casual', 'Indie']","['Puzzle', 'Indie', 'Pixel Graphics']",['Single-player']
354290,LoveBeat,"CRAZYDIAMOND CO., LTD.","CRAZYDIAMOND CO., LTD.",2016,0.0,73.5,917,350000,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']","['Free to Play', 'Anime', 'Rhythm']","['Single-player', 'Multi-player', 'Online Multi-Player']"
354380,Assassin’s Creed® Chronicles: China,Climax Studios,Ubisoft Entertainment,2015,8.59,73.1,2117,150000,"['Action', 'Adventure']","['Assassin', 'Female Protagonist', 'Action']",['Single-player']
354400,Tadpole Treble,BitFinity,"BitFinity, Sunken Treasure Games",2016,3.99,96.3,242,10000,"['Action', 'Adventure', 'Indie']","['Indie', 'Music', 'Adventure']",['Single-player']
354430,STAR WARS™ - X-Wing Special Edition,Lucasfim,LucasArts;Lucasfim;Disney Interactive,2015,7.19,73.2,179,350000,"['Action', 'Simulation']","['Action', 'Star Wars', 'Space Sim']",['Single-player']
354560,We Are Legion,Pwnee Studios,Pwnee Studios,2015,6.99,39.7,121,10000,"['Indie', 'Strategy']","['Strategy', 'Indie']",['Multi-player']
354620,Miner Warfare,Heartbit Interactive,Heartbit Interactive,2015,1.99,82.4,125,10000,"['Action', 'Casual', 'Indie']","['Indie', '4 Player Local', 'Local Multiplayer']",['Multi-player']
354640,The Settlers Online,Blue Byte,Ubisoft,2015,0.0,36.2,918,350000,"['Free to Play', 'Simulation', 'Strategy']","['Free to Play', 'City Builder', 'Strategy']","['Single-player', 'Multi-player']"
354680,Adventures of Bertram Fiddle: Episode 1: A Dreadly Business,Rumpus,Deck13 ,2015,4.99,87.3,362,35000,"['Adventure', 'Casual', 'Indie']","['Adventure', 'Casual', 'Indie']",['Single-player']
354860,The Adventures of Tree,NinjaISV;TigerNDV,Tiger Studios,2016,3.99,76.1,398,75000,"['Adventure', 'Indie', 'RPG']","['Indie', 'Adventure', 'RPG']",['Single-player']
355050,Sky Force Anniversary,Infinite Dreams,Infinite Dreams,2015,6.99,91.2,1121,75000,"['Action', 'Indie']","[""Shoot 'Em Up"", 'Indie', 'Action']",['Single-player']
355060,Sébastien Loeb Rally EVO,Milestone S.r.l.,Milestone S.r.l.,2016,14.99,50.3,541,35000,"['Racing', 'Simulation', 'Sports']","['Racing', 'Simulation', 'Sports']","['Single-player', 'Multi-player']"
355070,TDP5 Arena 3D,Javelin OÜ,Javelin OÜ,2015,0.0,45.4,218,150000,"['Action', 'Free to Play', 'Massively Multiplayer']","['Free to Play', 'Action', 'Massively Multiplayer']",['Multi-player']
355130,MotoGP™15,Milestone S.r.l.,Milestone S.r.l.,2015,14.99,73.7,438,35000,"['Racing', 'Simulation', 'Sports']","['Racing', 'Simulation', 'Sports']","['Single-player', 'Multi-player']"
355180,Codename CURE,Hoobalugalar_X,Hoobalugalar_X,2017,0.0,82.5,13896,3500000,"['Action', 'Free to Play']","['Free to Play', 'Zombies', 'Multiplayer']","['Single-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']"
355240,NEO AQUARIUM - The King of Crustaceans -,Nussoft,AGM PLAYISM,2015,5.99,79.5,219,35000,"['Action', 'Indie']","['Indie', 'Action', 'Underwater']","['Single-player', 'Multi-player']"
355250,STAR WARS™: TIE Fighter Special Edition,Totally Games,LucasArts;Lucasfilm;Disney Interactive,2015,7.19,73.9,276,350000,['Action'],"['Action', 'Star Wars', 'Space']",['Single-player']
355270,199X,Evan Tognotti,Evan Tognotti,2015,1.59,82.6,219,10000,"['Adventure', 'Indie']","['Adventure', 'Indie', 'Short']",['Single-player']
355400,Diesel Guns,LLC Intenzibne,LLC Intenzibne,2016,5.79,75.1,193,10000,"['Action', 'Indie', 'Racing', 'Early Access']","['Early Access', 'Racing', 'Shooter']","['Multi-player', 'Online Multi-Player', 'Online Co-op']"
355410,Radium,Lukas Jaeckel,Develobster,2015,1.99,82.2,146,75000,"['Action', 'Casual', 'Indie']","['Action', 'Indie', 'Casual']",['Single-player']
355520,The Albino Hunter,Cherry Co. Studios,Cherry Co. Studios,2015,3.99,75.1,317,75000,"['Adventure', 'Indie', 'RPG']","['RPG', 'Indie', 'Adventure']",['Single-player']
355530,Last Word,Twelve Tiles,Degica,2015,6.99,84.0,312,75000,"['Adventure', 'Casual', 'Indie', 'RPG']","['RPG', 'Indie', 'Adventure']",['Single-player']
355630,Leo’s Fortune - HD Edition,1337 & Senri AB,Tilting Point,2015,4.99,91.6,214,10000,"['Adventure', 'Indie']","['Indie', 'Adventure', 'Platformer']",['Single-player']
355760,Drizzlepath,Tonguç Bodur,Tonguç Bodur,2015,1.99,53.9,451,10000,"['Adventure', 'Casual', 'Indie']","['Casual', 'Indie', 'Adventure']",['Single-player']
355790,Styx: Shards of Darkness,Cyanide Studio,Focus Home Interactive,2017,34.99,79.8,1920,150000,"['Violent', 'Action', 'Adventure']","['Stealth', 'Adventure', 'Action']","['Single-player', 'Online Co-op']"
355800,Space Run Galaxy,Passtech Games,Focus Home Interactive,2016,14.99,64.0,747,150000,"['Indie', 'Strategy']","['Strategy', 'Indie', 'Tower Defense']","['Single-player', 'Multi-player']"
355840,Survarium,Vostok Games,Vostok Games,2015,0.0,51.4,19426,3500000,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access']","['Early Access', 'Free to Play', 'Survival']","['Online Multi-Player', 'MMO', 'Online Co-op']"
355860,Albino Lullaby: Episode 1,Ape Law,Ape Law,2015,7.19,75.5,322,35000,"['Action', 'Adventure', 'Indie']","['Adventure', 'Indie', 'Action']","['Single-player', 'VR Support']"
355920,Pixel Puzzles 2: Space,DL Softworks,DL Softworks,2016,6.99,88.7,238,150000,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Casual', 'Indie', 'Simulation']",['Single-player']
355970,Home is Where One Starts...,David Wehle,David Wehle,2015,1.99,75.2,451,35000,"['Adventure', 'Indie']","['Indie', 'Adventure', 'Walking Simulator']",['Single-player']
355980,Dungeon Warfare,Valsar,Valsar,2015,6.99,96.4,1027,75000,"['Indie', 'Strategy']","['Strategy', 'Tower Defense', 'Indie']",['Single-player']
356000,The Hero of Kendrickstone,Choice of Games,Choice of Games,2015,4.79,79.0,105,10000,"['Indie', 'RPG']","['RPG', 'Indie', 'Choose Your Own Adventure']",['Single-player']
356040,Sheltered,Unicube;Team 17 Digital Ltd,Team17 Digital Ltd,2016,9.99,78.6,3816,350000,"['Indie', 'RPG', 'Strategy']","['Survival', 'Post-apocalyptic', 'Base-Building']",['Single-player']
356050,Beyond Eyes,Tiger and Squid;Team17 Digital Ltd,Team17 Digital Ltd,2015,9.99,68.5,997,150000,"['Adventure', 'Indie']","['Indie', 'Walking Simulator', 'Female Protagonist']",['Single-player']
356070,Commander Cool 2,Orlyapps,Orlyapps,2015,1.99,88.4,1048,75000,"['Action', 'Indie']","['Action', 'Indie', 'Platformer']",['Single-player']
356130,Heroes of Scene,Icy Donut,Icy Donut,2015,0.0,50.4,692,350000,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']","['Free to Play', 'Strategy', 'Massively Multiplayer']","['Single-player', 'Multi-player', 'MMO', 'Cross-Platform Multiplayer']"
356180,Time Machine VR,Minority Media Inc.,Minority Media Inc.,2016,22.99,61.9,105,10000,"['Adventure', 'Indie', 'Simulation']","['VR', 'Adventure', 'Simulation']","['Single-player', 'VR Support']"
356190,Middle-earth™: Shadow of War™,Monolith Productions,WB Games,2017,34.99,77.9,25446,1500000,"['Action', 'Adventure', 'RPG']","['Open World', 'Action', 'RPG']",['Single-player']
356260,Stalingrad,DTF games,1C Entertainment,2015,3.99,86.5,192,35000,['Strategy'],"['Strategy', 'World War II', 'RTS']",['Single-player']
356270,Cuban Missile Crisis,G5 Software,1C Entertainment,2015,3.99,71.0,107,35000,['Strategy'],"['Strategy', 'RTS', 'Cold War']","['Single-player', 'Multi-player']"
356310,METAL SLUG DEFENSE,SNK CORPORATION,SNK CORPORATION,2015,0.0,50.0,1471,350000,"['Action', 'Free to Play']","['Free to Play', 'Action', 'Tower Defense']","['Single-player', 'Multi-player']"
356370,Soccer Manager 2015,Soccer Manager Ltd,Soccer Manager Ltd,2015,0.0,68.5,536,350000,"['Free to Play', 'Sports']","['Free to Play', 'Sports', 'Soccer']",['Single-player']
356400,Thumper,Drool,Drool,2016,15.99,92.2,2116,150000,"['Action', 'Indie']","['Rhythm', 'Indie', 'Action']",['Single-player']
356420,Interloper,Monogon Games,Monogon Games,2015,0.0,86.6,328,75000,"['Indie', 'Strategy']","['Strategy', 'Indie', 'RTS']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer']"
356430,Chris Sawyer's Locomotion™,Chris Sawyer,Atari,2015,4.79,77.7,251,35000,"['Simulation', 'Strategy']","['Simulation', 'Strategy', 'Trains']","['Single-player', 'Multi-player']"
356450,Creature Romances: Kokonoe Kokoro,Nostalgia,Sekai Project,2018,2.09,71.2,160,10000,"['Sexual Content', 'Nudity', 'Gore', 'Casual', 'Indie']","['Indie', 'Sexual Content', 'Casual']",['Single-player']
356500,STAR WARS™ Galactic Battlegrounds Saga,Ensemble Studios,Disney Interactive;Lucasfilm;LucasArts,2016,4.79,85.9,1392,350000,"['Action', 'Strategy']","['Strategy', 'RTS', 'Star Wars']","['Single-player', 'Local Multi-Player']"
356510,Soccer Rage,Stamina-Games,Stamina-Games,2015,6.99,85.3,686,10000,"['Action', 'Indie', 'Sports', 'Early Access']","['Early Access', 'Sports', 'Action']","['Single-player', 'Multi-player']"
356520,Port of Call,Underdog Games,Underdog Games,2015,0.0,90.0,1043,150000,"['Adventure', 'Indie']","['Indie', 'Adventure', 'Free to Play']",['Single-player']
356530,The Confines Of The Crown,Hanako Games,Hanako Games,2015,14.99,89.8,176,35000,"['Adventure', 'Indie']","['Visual Novel', 'Female Protagonist', 'Otome']",['Single-player']
356570,Party Hard,Pinokl Games;Kverta,tinyBuild,2015,7.19,87.7,5362,350000,"['Action', 'Indie', 'Strategy']","['Pixel Graphics', 'Stealth', 'Strategy']","['Single-player', 'Local Co-op']"
356580,Aerannis,ektomarch,ektomarch,2015,3.99,69.8,106,10000,"['Action', 'Indie']","['Female Protagonist', 'Stealth', 'Indie']",['Single-player']
356650,Death's Gambit,White Rabbit,Adult Swim Games,2018,14.99,71.7,1474,75000,"['Action', 'Adventure', 'Indie', 'RPG']","['Souls-like', 'Pixel Graphics', 'Metroidvania']",['Single-player']
356670,Spooky's Jump Scare Mansion,Lag Studios,Lag Studios,2015,0.0,92.6,9755,1500000,"['Action', 'Adventure', 'Free to Play', 'Indie']","['Horror', 'Free to Play', 'Cute']",['Single-player']
356880,Eron,David Mulder,David Mulder,2015,1.59,57.5,240,35000,['Indie'],"['Indie', 'Platformer', 'Pixel Graphics']",['Single-player']
356890,One More Line,SMG Studio,SMG Studio,2015,2.09,75.2,165,10000,"['Action', 'Casual', 'Indie']","['Indie', 'Casual', 'Action']","['Single-player', 'Multi-player']"
356910,Battle Fantasia -Revised Edition-,Arc System Works;DotEmu,Arc System Works,2015,10.99,68.6,105,35000,['Action'],"['Fighting', '2D Fighter', 'Action']","['Single-player', 'Multi-player']"
357070,UBERMOSH,Walter Machado,Walter Machado,2015,0.79,89.8,1960,150000,"['Action', 'Indie']","['Action', 'Great Soundtrack', 'Pixel Graphics']",['Single-player']
357120,Big Action Mega Fight!,Double Stallion Games,Double Stallion Games,2016,1.59,78.8,193,35000,"['Action', 'Indie']","['Indie', 'Action', ""Beat 'em up""]",['Single-player']
357190,ULTIMATE MARVEL VS. CAPCOM 3,"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",2017,19.99,87.3,1587,150000,['Action'],"['Fighting', 'Action', '2D Fighter']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player']"
